"Series","Unit","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01","2017-01-01","2017-02-01","2017-03-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-10-01","2017-11-01","2017-12-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Crude Oil Price","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Small Boat (diesel)","Gallons","6463","3181","4783","4595","2838","8015","4122","1893","0","1168","6153","2040","1130","1343","1788","2095","2916","4212","176127","120710.5","175664","52679.5","85499.5","76778.5","80239","136482.5","18977.5","153116.5","91938.5","57179.5","179648.8","120697","3921974","74003.5","92892","63173","91809","54188","23618","531334.5","103427.5","46189.5","122325.5","97636.5","39630","137992.5","39087.5","77099.5","92921.5","62570.5","51577.5","101540.5","132529","46140","191192.5","70621.5","28207.5","41803","51294","177819.5","3203210.5","66176","114630","129283","40302.5","48803.5","63218.5","56794","47424","44781","29355","30317","160.5","29755.5","35565","1482","37604","41518","49641","62175.5","39535","39128","32597","0","55.5","162","207.5","150185","95790","97980","182740","140852","212209","187047","189625","0","50","252403","332501","354421","220189","348939","330027.5","203543","201818","309873","209340","200642","252388","128423","280521.5","162149","377779","217804","141217","199578","306095","267395","123577","81618","355953","167686","204598","169915","355098","266766","244209","400299","351439","120","623521","0","440727","228925","297569","190250","282612","442092","219764","342552","174196","464762","338642","0","383055","220356","136751","0","278396","",""
"Aviation Fuel","Gallons","22629254","19339957","15279408","14672568","22000620","19407096","25742805","16334206","20980033","11347988","14385910","26975125","8363954","20739741","23362576","17853650","11905850","18931161","36366893","16476841","16831297.5","20807090.5","17038880.5","21430864","21264511.5","20120602.5","15435559.5","24689141","9057497.5","21275848.5","12119253","9502571.5","18144931","13667548","22470568","7127954.5","19830300.5","11498016","18889984","10435296.5","20346247.5","13402602","18351008.5","23133324","8286528.5","20461105","13422966","16325178.5","14164304","14063606.5","16092279","11051429","10854751","15448286.5","18410720","25086373","9101871","14351357","17017993.5","9636503.5","23645471.5","21368036","23496419.5","16955237","7750960.5","20223164.5","19552743","19092677.5","15709509","16240402","16206405.5","20305257.5","18067761.5","17826351.5","18404338.5","17622379.5","18404887","19460280.5","22426151.5","22250022.5","17767721.5","18315034.5","16629990.5","21436783","17785361.5","20364570.5","20301790","20398594","18213910.5","17798358.5","21311430","20170459.5","16139109","19116923.5","18143715.5","18512948","31847502.5","19131669.5","20332154","21383525.5","16573531","19687444.5","21322758","19727697","15905026","16601073","15987147","20977669.5","17712228","18240810.5","19167221","19507106","17829872.5","19768786","16190245","15408570","10989640","12621992.5","13021223","16201680","9937404","18927174","15274822","13982846","14066094","15682257","16474937","15211485","13207047","8305072","15212605","20006687","20095284","17733050","19600903","23020973","21359811","25373809","24545297","22126151","18051123","17157196","18990886","22705956","23804588","21240158","24456413","22881546","21858476","",""
"Other Fuel","Gallons","174699.76","130412.54","106383.97","151155.77","141916.03","144147.02","138269.74","222867.53","257649.62","145980.51","992614.84","138851.67","133403.1","111811.43","195692.35","160914.96","178713.85","154895.52","190079.26","2845495.96","2869346.76","5957736.44","4377074.84","3347151.52","3729824.28","3604234.65","2131034.76","5243373.83","4335587.09","3983703.6","3879388.69","1481281.06","5242634.34","3760749.06","4147170.23","2039856.04","5195602.23","1654427.64","3887694.64","3163392.58","3341999.99","1598244.72","11519375.13","7608244.18","6393111.07","3291667.98","2740534.91","3735317.48","3440371.85","3604143.33","3573729.06","3693521.8","178338.98","2506542.32","2761493.68","4850993.25","1611892.55","3340462.17","3133026.41","3386592.08","1961104.03","3646519.51","4733185.03","2327643.45","510222.81","3671048.52","3081443.25","3564879.41","2872423.17","2870248.97","3047081.35","2596264.61","1575259.42","1445549.94","1463867.08","1414561.51","1427615.75","1301541.98","3430047.96","3942308.03","3057944.45","3280040.35","3178094.21","2827761.65","3101931.02","1344201.01","1387342.77","1261618.72","2886682.68","1514284.01","2620010.5","3282173.46","2894106.98","2590502.22","1985518.8","2621597.22","3276138.02","2440383.94","1949061.8","1783387.05","1823717.27","1672542.27","2726935.14","3008114.02","3642777.62","2778112.09","2998159.82","3212834.95","3231915.01","3012444.1","2811319","2471233.29","1410753.1","2996703.07","4196967.97","2990805.84","3025629.33","2162238.07","2918712.78","2771568.07","79556.25","280433.8","207986.23","179034.82","1363380.45","4062806.81","6287096.23","3517960.91","2749965.06","77457.75","2188047.02","2946397.74","2044699.22","1465867.26","1333364.91","2287519.73","2639956.46","2875106.54","1897660.55","3810880.07","2505042.76","1845253.76","3004100","1859413.16","2037786.27","1570859.05","2201577.98","1207839.74","3356297.05","",""
"Agricultural Refund","Gallons","40232.75","118598.26","412.46","478.55","160592.77","9028.8","98669.68","8571.09","0","27840.5","354811.72","0","0","76607.1","78552.73","173820.3","80204.85","0","0","0","49927.74","370016.31","21492.39","36162","0","382220.54","0","0","192917.08","0","173970.91","2376.62","30357.13","0","48649.01","270496.09","0","0","128748.88","92291.23","0","17814.98","40795.29","0","0","22339.07","33526.46","7915.02","14470.01","3632.68","191116.34","15959.54","0","0","117491.552785","41577.2952586","0","0","2955","0","33049","124794.42","58169.88","37462.1461538","0","0","212651.135865","45979.7538462","11000.8275862","21509.7039788","49787.5733251","121815.654684","27152.1426585","12710.7692308","23734.2084367","143046.64238","4402.27692308","78522.1511942","52405.3162531","16687.5076923","109655.165975","5757.62068966","71176.7076923","28589.8812655","0","0","160756.068786","61783.7305211","0","32220.3370112","3582.46153846","31781.2923077","7294.98461538","0","42455.5072115","72374.6228288","16348.0182382","184029.353877","15734.6451613","37781.3478908","16919.6823821","139721.898387","29342.09375","43056.4307692","31151.03125","0","0","136823.333833","81220.1114919","38455.2419355","31000.4576021","72601.7342432","16016.3496503","11448.989206","67491.0409677","17562","41553.1048387","80495.9728507","0","33256.9230769","152351.870639","7531.1875","1813","114778.658263","4576.31746032","0","28473.968254","14381.125","8834","59035.3053467","11055.015873","24465.3968254","61562.1895425","10689.3650794","0","1735","19495.8095238","91022.1848739","21448.5714286","0","0","25792.7936508","0","111750.7","96005.647619","521.75","5368.98412698","154383.759733","4465.01587302","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Registered Vehicles, Taxable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1110368","1113687","1116028","1118305","1119456","1100288","1102502","1106784","1109104","1110147","1111112","1113590","","","","","","","","","","","","","","","","","","",""
"Passenger, Electric","Vehicle","101","103","102","104","105","106","102","102","111","118","123","124","128","143","152","152","153","152","153","153","161","161","162","161","160","162","158","158","160","159","160","164","169","171","170","171","175","184","185","181","183","182","175","174","174","171","173","174","179","177","173","170","170","168","166","162","162","161","158","159","271","268","267","283","310","339","357","426","527","549","563","577","663","704","727","751","808","847","891","939","963","1016","1098","1136","1195","1257","1287","1331","1437","1551","1707","1783","1869","1958","2054","2125","2222","2305","2375","2450","2515","2605","2715","2821","2921","3026","3099","3166","3243","3335","3396","3478","3526","3565","3598","3689","3750","3843","3919","3990","4073","4209","4266","4310","4418","4472","4536","4632","4755","4866","5009","5126","5202","5357","5502","5639","5789","5926","6084","6216","6345","6490","6607","6687","6748","6890","6937","7059","7238","7349","7497"
"Passenger, Diesel","Vehicle","7670","7728","7779","7800","7860","7913","7924","7996","8027","8060","8063","8098","8135","8156","8160","8184","8205","8225","8254","8293","8299","8330","8336","8339","8356","8399","8412","8417","8446","8441","8428","8415","8362","8371","8384","8397","8378","8368","8328","8304","8287","8282","8238","8236","8213","8212","8197","8180","8188","8167","8166","8169","8135","8120","8110","8104","8101","8109","8115","8104","8108","8117","8127","8146","8154","8215","8264","8328","8383","8452","8498","8464","8510","8582","8611","8663","8724","8792","8837","8899","8948","8987","9059","9087","9140","9199","9235","9272","9294","9320","9370","9242","9319","9374","9419","9490","9546","9598","9635","9693","9744","9811","9851","9891","9722","9682","9600","9577","9496","9478","9371","9297","9208","9276","9173","9205","9198","9240","9227","9208","9193","9201","9187","9177","9182","9015","9016","9003","9018","9021","9015","9001","8986","8961","8967","8950","8929","8912","8988","8964","8934","8892","8868","8809","8794","8766","8711","8678","8645","8587","8447"
"Passenger, Gasoline","Vehicle","943764","948414","953103","951169","949362","951522","954556","957362","955248","953802","949678","946989","946689","946427","945989","943224","942212","942507","945185","947922","948425","947923","948279","946821","947843","951625","954731","954117","953055","952390","951711","951913","949410","947840","942939","938424","934304","931613","931659","928338","926720","925168","925802","925532","923503","920305","916310","912096","912671","914617","916535","917578","916113","915105","913637","913012","910958","909510","906540","904385","931970","932647","934488","936188","935532","942421","949989","955713","960283","965955","970401","960230","967574","975171","980781","985414","990304","995414","1001668","1007008","1012538","1017107","1024718","1028893","1035828","1045085","1052746","1059051","1065242","1071277","1077697","1049335","1055497","1061378","1067577","1073532","1081277","1090822","1099113","1106468","1112406","1117951","1124216","1129296","1102050","1091934","1076321","1066084","1053773","1042848","1033273","1021854","1008471","1013346","1002818","1001933","1001677","1003256","1004614","1005737","1008017","1010735","1012751","1014654","1015384","996793","998721","1002407","1004291","1004805","1005073","1006722","1006978","1007384","1007754","1008666","1009269","1009267","1015364","1016778","1017378","1018960","1018176","1019106","1020687","1021991","1023800","1026240","1027691","1028934","1027219"
"Passenger, Hybrid","Vehicle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7217","9628","9714","9829","9912","10015","10085","10182","10299","10400","10604","10739","10927","11081","11294","11545","11799","11996","12241","12458","12699","12927","13268","13458","13886","14246","14550","14746","15022","15258","15563","15748","16069","16388","16636","16792","16955","17262","17437","17622","17839","18159","18471","18741","18865","19089","19256","19496","19701","20065","20050","20122","20262","20447","20480","20681","20827","20969","21064","21124","21256","21429","21566","21647","21753","21703","21820","22066","22189","22408","22844","23323","23598","23816","23982","24064","24166","24249","24378","24507","24632","24770","24804","24918","25001","25053","25051","25090","25083","25103","25016"
"Passenger, Misc Fuel","Vehicle","14610","14930","15002","14887","14841","14855","15024","15174","15379","15622","15868","16129","16425","16603","16751","16479","16605","16920","17207","17376","17493","17757","18078","18274","18692","19149","19546","20042","20266","20509","20748","20995","21080","21287","21367","21559","21810","22539","22793","22812","22965","23503","24389","25668","25810","25853","26411","26996","28055","29587","30248","30615","30995","32014","32672","33804","34071","34174","34090","34088","254","254","255","255","255","255","253","255","256","256","259","253","253","252","252","251","250","251","251","250","250","247","248","248","249","249","249","249","248","248","248","239","240","236","236","238","237","239","241","244","244","244","242","243","234","227","227","224","226","219","210","210","207","208","205","202","201","200","199","200","198","192","192","187","186","182","182","182","181","180","180","179","1297","1289","1284","1287","1281","1284","1289","1293","1291","1289","1285","1284","1288","1283","1285","1288","1289","1291","1294"
"Freight, Electric","Vehicle","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","1","1","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","4","4","4","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","3","3","3","6","6","5","6","6","6","6","6","6","6","6","7","7","7","7","7","7","8","8","8","8","10","10","12","12","12","12","12","11"
"Freight, Diesel","Vehicle","16753","16920","17111","17303","17571","17811","18047","18278","18440","18681","18865","19054","19202","19368","19527","19680","19881","20019","20186","20355","20494","20610","20740","20840","20952","21079","21174","21324","21421","21533","21571","21604","21664","21698","21727","21732","21686","21693","21704","21690","21648","21634","21620","21611","21626","21608","21626","21604","21577","21601","21572","21555","21544","21535","21523","21489","21500","21496","21485","21455","21469","21492","21466","21453","21436","21497","21553","21623","21666","21745","21801","21672","21759","21823","21906","21986","22040","22114","22195","22278","22370","22457","22603","22629","22714","22787","22838","22925","23006","23072","23146","22853","22894","22967","23056","23131","23218","23336","23431","23507","23585","23668","23766","23877","23586","23536","23419","23375","23195","23176","23020","22930","22874","23050","22922","22929","22966","23042","23046","23079","23099","23165","23212","23264","23313","23203","23271","23351","23407","23458","23500","23570","23588","22693","23763","23813","23867","23902","23980","24042","24046","24104","24128","24152","24140","24184","24190","24159","24164","24168","24136"
"Freight, Gasoline","Vehicle","43208","43344","43431","43564","43712","43812","43908","44061","44136","44212","44239","44255","44270","44281","44390","44433","44467","44473","44472","44477","44503","44536","44521","44472","44459","44489","44548","44601","44511","44549","44563","44583","44476","44337","44292","44205","44063","43938","43812","43698","43576","43478","43291","43171","43061","42983","42853","42694","42582","42428","42316","42193","42121","41969","41839","41702","41599","41542","41436","41359","42624","42558","42413","42302","42172","42308","42437","42624","42757","42901","42995","42689","42786","42900","43023","43087","43170","43273","43396","43531","43710","43831","43963","43996","44083","44222","44377","44612","44760","44863","44960","44159","44325","44486","44657","44780","44911","45182","45314","45477","45625","45791","46000","46258","45515","45340","45111","44908","44766","44522","44323","44177","44009","44199","43940","44005","44051","44132","44228","44261","44330","44552","44643","44855","45013","44713","44748","44931","45051","45196","45281","45458","45559","45707","45691","45892","45876","46007","46200","46338","46527","46726","46888","47071","47412","47551","47584","47647","47748","47786","47748"
"Freight, Hybrid","Vehicle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","61","61","61","61","63","63","64","63","63","64","62","64","64","66","68","69","70","71","71","71","72","72","73","74","74","75","75","76","76","77","77","77","77","79","80","80","80","80","83","84","86","86","87","86","86","87","88","89","91","90","89","90","91","91","91","90","89","90","90","90","93","96","98","98","98","99","102","102","103","101","103","100","98","100","98","96","95","96","95","94","93","93","92","91","89","89","86","86","85","83"
"Freight, Misc Fuel","Vehicle","866","854","875","878","878","891","897","900","911","909","910","919","915","920","935","946","956","977","990","999","1007","1026","1037","1040","1049","1069","1083","1092","1096","1106","1124","1135","1153","1155","1154","1156","1167","1166","1172","1167","1175","1174","1178","1183","1185","1200","1212","1226","1245","1262","1259","1261","1308","1335","1359","1390","1405","1441","1486","1525","126","124","125","125","125","124","124","124","122","122","122","121","121","121","120","119","119","120","120","122","122","124","124","124","123","121","120","120","122","122","122","118","118","118","118","118","118","116","116","115","114","114","114","114","112","112","112","111","109","110","111","111","111","110","109","111","111","110","109","109","109","108","109","107","104","103","103","104","104","104","103","102","102","101","101","101","100","99","100","100","100","100","100","99","100","102","103","106","107","106","105"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electricity Production and Sale by Utility Companies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electricity Consumers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"All Sectors","Consumers","464158","464225","465506","465070","466349","466402","466304","467411","468027","468220","469064","469013","470550","470463","471156","471539","472063","471827","472166","473676","473366","474097","474137","475104","476050","475308","476069","476428","476066","475748","476324","475556","476976","476497","475547","476124","477641","476657","477392","477232","477044","476131","477658","477139","477765","477792","477477","478588","478448","478143","479343","479081","477931","479052","478749","479305","480197","479718","480327","480918","481073","480544","481382","481368","481412","481688","481155","481734","482445","481978","482888","482498","483633","483579","483755","483746","484186","483321","483920","484052","484081","484430","484303","484716","485330","485465","486067","486847","487187","487089","487729","487536","487633","487999","488148","488456","488897","488814","489360","490076","490400","490415","490575","490563","491093","491674","491674","492358","492681","492966","493269","493271","493362","493766","493871","493894","494236","494028","494214","494632","494528","495006","495343","495640","495780","495863","495989","496492","496630","496822","497197","497292","497480","497438","497960","497964","498186","498121","498313","498676","498791","499034","499207","499664","503007","500000","500310","","","",""
"Residential","Consumers","399456","399251","400405","400148","400924","401020","401026","401769","402395","402514","403260","403278","404655","404520","405231","405526","406002","405587","406189","407306","407219","407797","408045","408923","409824","409335","409989","410258","409981","409701","410261","409940","411031","410742","409919","410477","411937","411361","411978","412038","411868","411146","412415","412178","412737","412771","412682","413641","413520","413439","414308","414319","413361","414333","414191","414753","415381","415175","415793","416141","416446","416050","416583","416727","416825","417242","416833","417416","417861","417458","418422","418174","419034","419143","419302","419337","419567","419255","419454","419617","419728","420032","419944","420240","420751","421016","421631","422299","422480","422389","422875","422711","422750","423090","423165","423281","423718","423751","424181","424496","424711","424875","425359","425403","425936","426263","426367","426862","427328","427575","427912","427954","428080","428451","428560","428615","428888","428694","428838","429085","429136","429564","429779","429682","429904","430355","430333","430842","430945","431032","431362","431496","431679","431756","432123","432132","432361","432199","432363","432684","432982","433454","434150","435104","435516","435617","435968","","","",""
"Commercial","Consumers","60628","60873","60975","60774","61251","61221","61206","61468","61450","61498","61606","61525","61704","61674","61712","61781","61832","61970","61743","62131","61907","62042","61858","61958","61966","61736","61802","61896","61800","61744","61750","61309","61620","61416","61299","61298","61342","60927","61043","60800","60836","60614","60863","60584","60636","60611","60382","60534","60510","60295","60604","60336","60145","60295","60122","60120","60385","60110","60098","60335","60187","60052","60342","60196","60140","59998","59873","59870","60135","60064","60046","59879","60146","59985","59987","59965","60176","59609","60000","59965","59884","59923","59887","60010","60100","59967","59953","60066","60217","60211","60364","60334","60399","60424","60490","60678","60678","60565","60672","61072","61184","61027","60702","60649","60643","60898","60794","61011","60873","60914","60871","60827","60799","60833","60847","60812","60882","60862","60901","61064","60907","60964","61086","61481","61419","61050","61198","61190","61223","61297","61342","61301","61342","61236","61314","61310","61303","61400","61427","61468","61281","61049","60523","60021","62948","59835","59803","","","",""
"Street Lights","Consumers","4074","4101","4126","4148","4174","4161","4072","4174","4182","4208","4198","4210","4191","4269","4213","4232","4229","4270","4234","4239","4240","4258","4234","4223","4260","4237","4278","4274","4285","4303","4313","4307","4325","4339","4329","4349","4362","4369","4371","4394","4340","4371","4380","4377","4392","4410","4413","4413","4418","4409","4431","4426","4425","4424","4436","4432","4431","4433","4436","4442","4440","4442","4457","4445","4447","4448","4449","4448","4449","4456","4420","4445","4453","4451","4466","4444","4443","4457","4466","4470","4469","4475","4472","4466","4479","4482","4483","4482","4490","4489","4490","4491","4484","4485","4493","4497","4501","4498","4507","4508","4505","4513","4514","4511","4514","4513","4513","4485","4480","4477","4486","4490","4483","4482","4464","4467","4466","4472","4475","4483","4485","4478","4478","4477","4457","4458","4458","4460","4462","4493","4493","4495","4459","4446","4523","4522","4522","4522","4523","4524","4528","4531","4534","4539","4543","4548","4539","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electric Meters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"All sectors","Meters","462293","462319","463581","463370","464540","464571","464501","465739","466364","466540","467396","467287","468901","468733","469501","469867","469310","470182","470542","472023","471706","472433","472500","473477","474254","473694","474418","474847","474420","475082","474684","473922","475347","474869","473947","474483","476031","475044","475793","475651","475503","474545","476078","475536","476162","476201","475877","477042","476876","476566","477743","477490","476348","477459","477159","477716","478610","478127","478740","479343","479510","478982","479815","479807","479853","480142","479635","480207","480919","480450","481393","480986","482122","482067","482255","482258","482716","482302","482842","482995","483017","483364","483231","483658","484272","484396","484985","485779","486128","486048","486683","486473","486614","486763","486256","487592","487629","487457","488522","488703","488856","488988","489509","489317","489806","490323","489813","491498","491651","491954","492245","492249","492354","492759","492888","492919","493251","493045","493250","493672","493535","494045","494370","494675","494843","494924","495049","495550","495693","495886","496261","496368","496552","496507","497030","497042","497266","497211","497418","497750","497856","498111","498275","498738","499094","499087","499398","","","",""
"Residential","Meters","398614","398414","399567","399320","400102","400184","400214","401107","401758","401876","402629","402596","404040","403908","404622","404923","404520","404993","405596","406718","406630","407211","407462","408344","409065","408762","409423","409692","409428","409091","409717","409405","410489","410230","409402","409969","411427","410868","411482","411554","411373","410652","411927","411687","412251","412284","412194","413155","413039","412964","413825","413842","412897","413862","413721","414287","414917","414716","415331","415682","415991","415600","416134","416283","416383","416801","416399","416975","417429","417026","417994","417749","418616","418724","418887","418926","419163","418895","419458","419631","419745","420051","419951","420264","420770","421022","421629","422296","422481","422407","422879","422712","422785","422936","422412","423502","423599","423533","424298","424230","424305","424573","425353","425261","425791","426065","425787","426973","427328","427587","427915","427959","428084","428450","428565","428625","428890","428698","428853","429112","429056","429581","429786","429691","429920","430366","430343","430851","430955","431040","431367","431513","431693","431763","432128","432144","432373","432223","432397","432692","432992","433466","434157","435119","435529","435627","435970","","","",""
"Commercial","Meters","60162","60390","60493","60456","60841","60789","60772","61024","61001","61057","61157","61072","61255","61216","61280","61333","61179","61580","61327","61695","61467","61609","61429","61527","61567","61321","61380","61541","61379","62371","61345","60888","61209","60994","60898","60849","60939","60502","60634","60416","60454","60219","60467","60170","60228","60207","59969","60174","60119","59887","60194","59930","59735","59882","59711","59709","59975","59693","59688","59929","59777","59646","59934","59789","59733","59605","59499","59496","59754","59680","59667","59497","59763","59598","59616","59582","59801","59655","59634","59610","59519","59553","59523","59643","59742","59613","59595","59723","59877","59871","60034","59990","60063","60060","60076","60319","60260","60159","60446","60698","60775","60635","60378","60280","60237","60481","60248","60747","60545","60591","60547","60504","60482","60521","60533","60501","60569","60549","60596","60756","60675","60660","60780","61179","61118","60751","60897","60890","60927","61002","61049","61009","61048","60942","61026","61021","61016","61111","61144","61181","60987","60768","60241","59741","59678","59571","59539","","","",""
"Street Lights","Meters","3517","3515","3521","3594","3597","3598","3515","3608","3605","3607","3610","3619","3606","3609","3599","3611","3611","3609","3619","3610","3609","3613","3609","3606","3622","3611","3615","3614","3613","3620","3622","3629","3649","3645","3647","3665","3665","3674","3677","3681","3676","3674","3684","3679","3683","3710","3714","3713","3718","3715","3724","3718","3716","3715","3727","3720","3718","3718","3721","3732","3742","3736","3747","3735","3737","3736","3737","3736","3736","3744","3732","3740","3743","3745","3752","3750","3752","3752","3750","3754","3753","3760","3757","3751","3760","3761","3761","3760","3770","3770","3770","3771","3766","3767","3768","3771","3770","3765","3778","3775","3776","3780","3778","3776","3778","3777","3778","3778","3778","3776","3783","3786","3788","3788","3790","3793","3792","3798","3801","3804","3804","3804","3804","3805","3805","3807","3809","3809","3811","3844","3845","3846","3811","3802","3876","3877","3877","3877","3877","3877","3877","3877","3877","3878","3887","3889","3889","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electricity Sale (KWH sold)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
